Thoi_gian N_t Toc_do
3.870000000000000000e+02 1.444300000000000000e+04 6.200000000000000000e+01
3.880000000000000000e+02 1.438100000000000000e+04 7.900000000000000000e+01
3.890000000000000000e+02 1.430200000000000000e+04 6.100000000000000000e+01
3.900000000000000000e+02 1.424100000000000000e+04 7.000000000000000000e+01
3.910000000000000000e+02 1.417100000000000000e+04 8.600000000000000000e+01
3.920000000000000000e+02 1.408500000000000000e+04 8.500000000000000000e+01
3.930000000000000000e+02 1.400000000000000000e+04 7.700000000000000000e+01
3.940000000000000000e+02 1.392300000000000000e+04 8.400000000000000000e+01
3.950000000000000000e+02 1.383900000000000000e+04 7.700000000000000000e+01
3.960000000000000000e+02 1.376200000000000000e+04 7.500000000000000000e+01
3.970000000000000000e+02 1.368700000000000000e+04 6.600000000000000000e+01
3.980000000000000000e+02 1.362100000000000000e+04 5.800000000000000000e+01
3.990000000000000000e+02 1.356300000000000000e+04 6.500000000000000000e+01
4.000000000000000000e+02 1.349800000000000000e+04 6.500000000000000000e+01
4.010000000000000000e+02 1.343300000000000000e+04 6.300000000000000000e+01
4.020000000000000000e+02 1.337000000000000000e+04 6.800000000000000000e+01
4.030000000000000000e+02 1.330200000000000000e+04 5.500000000000000000e+01
4.040000000000000000e+02 1.324700000000000000e+04 5.800000000000000000e+01
4.050000000000000000e+02 1.318900000000000000e+04 6.200000000000000000e+01
4.060000000000000000e+02 1.312700000000000000e+04 5.700000000000000000e+01
4.070000000000000000e+02 1.307000000000000000e+04 6.400000000000000000e+01
4.080000000000000000e+02 1.300600000000000000e+04 7.300000000000000000e+01
4.090000000000000000e+02 1.293300000000000000e+04 5.600000000000000000e+01
4.100000000000000000e+02 1.287700000000000000e+04 6.000000000000000000e+01
4.110000000000000000e+02 1.281700000000000000e+04 5.400000000000000000e+01
4.120000000000000000e+02 1.276300000000000000e+04 7.600000000000000000e+01
4.130000000000000000e+02 1.268700000000000000e+04 7.900000000000000000e+01
4.140000000000000000e+02 1.260800000000000000e+04 6.300000000000000000e+01
4.150000000000000000e+02 1.254500000000000000e+04 6.200000000000000000e+01
4.160000000000000000e+02 1.248300000000000000e+04 6.300000000000000000e+01
4.170000000000000000e+02 1.242000000000000000e+04 7.500000000000000000e+01
4.180000000000000000e+02 1.234500000000000000e+04 6.400000000000000000e+01
4.190000000000000000e+02 1.228100000000000000e+04 5.800000000000000000e+01
4.200000000000000000e+02 1.222300000000000000e+04 5.600000000000000000e+01
4.210000000000000000e+02 1.216700000000000000e+04 7.000000000000000000e+01
4.220000000000000000e+02 1.209700000000000000e+04 5.700000000000000000e+01
4.230000000000000000e+02 1.204000000000000000e+04 7.100000000000000000e+01
4.240000000000000000e+02 1.196900000000000000e+04 6.100000000000000000e+01
4.250000000000000000e+02 1.190800000000000000e+04 7.600000000000000000e+01
4.260000000000000000e+02 1.183200000000000000e+04 5.100000000000000000e+01
4.270000000000000000e+02 1.178100000000000000e+04 5.100000000000000000e+01
4.280000000000000000e+02 1.173000000000000000e+04 5.300000000000000000e+01
4.290000000000000000e+02 1.167700000000000000e+04 6.200000000000000000e+01
4.300000000000000000e+02 1.161500000000000000e+04 5.300000000000000000e+01
4.310000000000000000e+02 1.156200000000000000e+04 6.800000000000000000e+01
4.320000000000000000e+02 1.149400000000000000e+04 5.800000000000000000e+01
4.330000000000000000e+02 1.143600000000000000e+04 5.100000000000000000e+01
4.340000000000000000e+02 1.138500000000000000e+04 4.400000000000000000e+01
4.350000000000000000e+02 1.134100000000000000e+04 5.900000000000000000e+01
4.360000000000000000e+02 1.128200000000000000e+04 6.900000000000000000e+01
4.370000000000000000e+02 1.121300000000000000e+04 4.100000000000000000e+01
4.380000000000000000e+02 1.117200000000000000e+04 5.700000000000000000e+01
4.390000000000000000e+02 1.111500000000000000e+04 4.800000000000000000e+01
4.400000000000000000e+02 1.106700000000000000e+04 4.700000000000000000e+01
4.410000000000000000e+02 1.102000000000000000e+04 4.600000000000000000e+01
4.420000000000000000e+02 1.097400000000000000e+04 5.500000000000000000e+01
4.430000000000000000e+02 1.091900000000000000e+04 4.500000000000000000e+01
4.440000000000000000e+02 1.087400000000000000e+04 6.100000000000000000e+01
4.450000000000000000e+02 1.081300000000000000e+04 5.700000000000000000e+01
4.460000000000000000e+02 1.075600000000000000e+04 5.000000000000000000e+01
4.470000000000000000e+02 1.070600000000000000e+04 5.300000000000000000e+01
4.480000000000000000e+02 1.065300000000000000e+04 5.300000000000000000e+01
4.490000000000000000e+02 1.060000000000000000e+04 5.600000000000000000e+01
4.500000000000000000e+02 1.054400000000000000e+04 4.600000000000000000e+01
4.510000000000000000e+02 1.049800000000000000e+04 4.700000000000000000e+01
4.520000000000000000e+02 1.045100000000000000e+04 5.000000000000000000e+01
4.530000000000000000e+02 1.040100000000000000e+04 6.100000000000000000e+01
4.540000000000000000e+02 1.034000000000000000e+04 5.400000000000000000e+01
4.550000000000000000e+02 1.028600000000000000e+04 5.500000000000000000e+01
4.560000000000000000e+02 1.023100000000000000e+04 5.600000000000000000e+01
4.570000000000000000e+02 1.017500000000000000e+04 4.200000000000000000e+01
4.580000000000000000e+02 1.013300000000000000e+04 5.600000000000000000e+01
4.590000000000000000e+02 1.007700000000000000e+04 3.800000000000000000e+01
4.600000000000000000e+02 1.003900000000000000e+04 5.000000000000000000e+01
4.610000000000000000e+02 9.989000000000000000e+03 4.300000000000000000e+01
4.620000000000000000e+02 9.946000000000000000e+03 5.100000000000000000e+01
4.630000000000000000e+02 9.895000000000000000e+03 4.700000000000000000e+01
4.640000000000000000e+02 9.848000000000000000e+03 4.700000000000000000e+01
4.650000000000000000e+02 9.801000000000000000e+03 5.500000000000000000e+01
4.660000000000000000e+02 9.746000000000000000e+03 5.800000000000000000e+01
4.670000000000000000e+02 9.688000000000000000e+03 4.800000000000000000e+01
4.680000000000000000e+02 9.640000000000000000e+03 5.000000000000000000e+01
4.690000000000000000e+02 9.590000000000000000e+03 5.300000000000000000e+01
4.700000000000000000e+02 9.537000000000000000e+03 4.900000000000000000e+01
4.710000000000000000e+02 9.488000000000000000e+03 5.600000000000000000e+01
4.720000000000000000e+02 9.432000000000000000e+03 4.200000000000000000e+01
4.730000000000000000e+02 9.390000000000000000e+03 4.400000000000000000e+01
4.740000000000000000e+02 9.346000000000000000e+03 4.600000000000000000e+01
4.750000000000000000e+02 9.300000000000000000e+03 3.900000000000000000e+01
4.760000000000000000e+02 9.261000000000000000e+03 4.600000000000000000e+01
4.770000000000000000e+02 9.215000000000000000e+03 4.600000000000000000e+01
4.780000000000000000e+02 9.169000000000000000e+03 5.300000000000000000e+01
4.790000000000000000e+02 9.116000000000000000e+03 4.800000000000000000e+01
4.800000000000000000e+02 9.068000000000000000e+03 4.300000000000000000e+01
4.810000000000000000e+02 9.025000000000000000e+03 4.600000000000000000e+01
4.820000000000000000e+02 8.979000000000000000e+03 4.000000000000000000e+01
4.830000000000000000e+02 8.939000000000000000e+03 4.200000000000000000e+01
4.840000000000000000e+02 8.897000000000000000e+03 3.700000000000000000e+01
4.850000000000000000e+02 8.860000000000000000e+03 3.100000000000000000e+01
4.860000000000000000e+02 8.829000000000000000e+03 4.100000000000000000e+01
4.870000000000000000e+02 8.788000000000000000e+03 4.200000000000000000e+01
4.880000000000000000e+02 8.746000000000000000e+03 5.400000000000000000e+01
4.890000000000000000e+02 8.692000000000000000e+03 5.200000000000000000e+01
4.900000000000000000e+02 8.640000000000000000e+03 4.100000000000000000e+01
4.910000000000000000e+02 8.599000000000000000e+03 4.800000000000000000e+01
4.920000000000000000e+02 8.551000000000000000e+03 4.400000000000000000e+01
4.930000000000000000e+02 8.507000000000000000e+03 4.200000000000000000e+01
4.940000000000000000e+02 8.465000000000000000e+03 6.200000000000000000e+01
4.950000000000000000e+02 8.403000000000000000e+03 4.500000000000000000e+01
4.960000000000000000e+02 8.358000000000000000e+03 3.100000000000000000e+01
4.970000000000000000e+02 8.327000000000000000e+03 4.000000000000000000e+01
4.980000000000000000e+02 8.287000000000000000e+03 3.500000000000000000e+01
4.990000000000000000e+02 8.252000000000000000e+03 3.800000000000000000e+01
5.000000000000000000e+02 8.214000000000000000e+03 3.900000000000000000e+01
